City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Willowmore,ZA,2022-02-01 13:33:38,-33.2926,23.4895,80.47,52,90,3.91
283,Hoi An,VN,2022-02-01 13:33:38,15.8794,108.335,69.76,82,88,9.53
284,Isangel,VU,2022-02-01 13:33:38,-19.55,169.2667,77.88,88,100,3.65
285,Esperance,AU,2022-02-01 13:33:39,-33.8667,121.9,62.44,59,38,17.92
286,Harper,LR,2022-02-01 13:33:39,4.375,-7.7169,85.77,61,82,9.89
287,Bagotville,AU,2022-02-01 13:33:39,-28.9833,153.4167,77.02,96,76,3.67
288,Quatre Cocos,MU,2022-02-01 13:33:40,-20.2078,57.7625,79.09,89,100,27.72
289,Tommot,RU,2022-02-01 13:33:40,58.9564,126.2925,-5.58,95,100,8.57
290,Kimberley,ZA,2022-02-01 13:33:40,-28.7323,24.7623,82.09,51,75,9.22
291,Moranbah,AU,2022-02-01 13:33:41,-22.0016,148.0466,82.2,63,100,10.22
292,Lewiston,US,2022-02-01 13:33:41,44.1003,-70.2148,19.22,84,0,0.0
293,Le Port,RE,2022-02-01 13:33:41,-20.9373,55.2919,87.76,74,31,1.41
294,Bechem,GH,2022-02-01 13:33:42,7.0903,-2.025,97.52,8,4,4.74
295,Longyearbyen,SJ,2022-02-01 13:33:42,78.2186,15.6401,19.24,63,75,3.44
296,Tashla,RU,2022-02-01 13:33:42,51.7716,52.7427,29.14,97,100,10.2
297,Rawson,AR,2022-02-01 13:33:42,-43.3002,-65.1023,72.72,43,11,12.73
298,Oksbol,DK,2022-02-01 13:33:43,55.6268,8.2876,46.69,86,100,33.06
299,Komsomolskiy,UZ,2022-02-01 13:33:43,40.4272,71.7189,40.42,75,0,0.0
300,Pahrump,US,2022-02-01 13:33:44,36.2083,-115.9839,48.18,26,100,5.97
301,Fortuna,US,2022-02-01 13:33:44,40.5982,-124.1573,38.98,81,0,3.0
302,Obo,CF,2022-02-01 13:33:44,5.3998,26.4869,93.78,13,80,4.56
303,Baie-Comeau,CA,2022-02-01 13:30:09,49.2168,-68.1489,-4.32,77,0,5.75
304,Havoysund,NO,2022-02-01 13:33:45,70.9963,24.6622,20.28,75,98,11.3
305,Victoria,HK,2022-02-01 13:30:42,22.2855,114.1577,61.32,84,100,4.0
306,Ucluelet,CA,2022-02-01 13:33:45,48.9329,-125.5528,33.1,91,14,6.13
307,Port Macquarie,AU,2022-02-01 13:33:45,-31.4333,152.9167,76.96,91,99,6.46
308,Zhigansk,RU,2022-02-01 13:33:46,66.7697,123.3711,-29.49,99,96,7.83
309,Naryan-Mar,RU,2022-02-01 13:33:46,67.6713,53.087,-3.26,98,100,6.71
310,Balkanabat,TM,2022-02-01 13:33:46,39.5108,54.3671,52.99,35,100,6.04
311,Bonavista,CA,2022-02-01 13:33:46,48.6499,-53.1147,26.11,58,6,20.42
312,Mengcheng,CN,2022-02-01 13:33:47,33.2579,116.5655,34.48,47,63,6.53
313,San Patricio,US,2022-02-01 13:33:47,28.017,-97.5169,60.89,80,100,7.85
314,Atherton,GB,2022-02-01 13:33:47,53.5237,-2.4935,56.59,85,86,15.01
315,Erdenet,MN,2022-02-01 13:33:48,49.0333,104.0833,-9.36,93,29,4.07
316,Mittagong,AU,2022-02-01 13:29:59,-34.45,150.45,67.62,75,100,2.35
317,Pingxiang,CN,2022-02-01 13:33:06,27.6167,113.85,41.02,94,100,3.18
318,Tuatapere,NZ,2022-02-01 13:34:48,-46.1333,167.6833,59.83,95,84,6.58
319,Kushima,JP,2022-02-01 13:34:49,31.4583,131.2333,40.12,75,46,10.25
320,Horn,DE,2022-02-01 13:34:49,51.8715,8.9451,40.35,94,100,23.38
321,San Vicente,AR,2022-02-01 13:34:49,-26.6167,-54.1333,91.4,20,0,0.54
322,Chardara,KZ,2022-02-01 13:34:50,41.2547,67.9692,48.27,41,0,7.85
323,Toila,EE,2022-02-01 13:34:50,59.4236,27.5025,22.48,95,100,3.22
324,Tongren,CN,2022-02-01 13:34:50,27.7172,109.1853,37.9,99,100,4.34
325,Mount Isa,AU,2022-02-01 13:34:50,-20.7333,139.5,80.37,78,39,4.61
326,Waipawa,NZ,2022-02-01 13:34:51,-41.4122,175.5153,68.63,80,56,4.79
327,Oum Hadjer,TD,2022-02-01 13:34:51,13.2954,19.6966,84.79,10,0,3.8
328,Warrensburg,US,2022-02-01 13:30:17,38.7628,-93.7361,52.68,83,100,5.01
329,Vestmannaeyjar,IS,2022-02-01 13:34:51,63.4427,-20.2734,32.99,74,40,8.05
330,Codrington,AU,2022-02-01 13:34:52,-38.2667,141.9667,57.87,56,100,16.69
331,Atambua,ID,2022-02-01 13:34:52,-9.1061,124.8925,74.66,86,11,6.98
332,Yatsuo,JP,2022-02-01 13:34:53,36.5667,137.1333,37.71,75,100,4.0
333,Culebra,PR,2022-02-01 13:34:53,18.303,-65.301,81.66,71,0,8.3
334,Cap-Aux-Meules,CA,2022-02-01 13:34:53,47.3821,-61.8597,17.65,62,75,14.97
335,Bousso,TD,2022-02-01 13:34:54,10.4795,16.7117,89.74,9,7,3.58
336,Prince Rupert,CA,2022-02-01 13:34:54,54.3161,-130.3201,37.09,93,40,5.75
337,Samarai,PG,2022-02-01 13:34:54,-10.6167,150.6667,81.5,78,100,15.32
338,Tevaitoa,PF,2022-02-01 13:34:54,-16.7833,-151.5,80.46,76,11,19.66
339,De Land,US,2022-02-01 13:30:39,29.0283,-81.3031,52.09,93,0,3.44
340,Canakkale,TR,2022-02-01 13:34:55,40.0833,26.8333,50.58,81,95,11.43
341,Alice Springs,AU,2022-02-01 13:30:12,-23.7,133.8833,74.75,100,100,4.61
342,Zhangjiakou,CN,2022-02-01 13:34:55,40.81,114.8794,14.11,49,0,4.76
343,Sorsk,RU,2022-02-01 13:34:56,54.0033,90.2467,3.34,97,100,2.24
344,Bageshwar,IN,2022-02-01 13:34:56,29.85,79.7667,45.9,53,0,3.51
345,Kondratovo,RU,2022-02-01 13:34:56,57.9804,56.1066,30.49,86,75,13.0
346,Wolbrom,PL,2022-02-01 13:34:56,50.3796,19.7583,33.03,91,96,15.05
347,Northam,GB,2022-02-01 13:34:57,51.0333,-4.2167,53.35,91,100,20.54
348,Margate,GB,2022-02-01 13:34:57,51.3813,1.3862,58.96,61,78,11.99
349,Finnsnes,NO,2022-02-01 13:34:58,69.2296,17.9811,19.36,81,83,6.91
350,Solnechnogorsk,RU,2022-02-01 13:34:58,56.1833,36.9833,30.13,94,100,7.87
351,Xining,CN,2022-02-01 13:34:58,36.6167,101.7667,16.61,62,90,3.51
352,Araguaina,BR,2022-02-01 13:30:44,-7.1911,-48.2072,81.3,75,55,4.63
353,Stettler,CA,2022-02-01 13:34:59,52.3168,-112.7186,-6.05,100,100,5.75
354,Olafsvik,IS,2022-02-01 13:34:59,64.8945,-23.7142,29.19,79,100,6.89
355,Chiredzi,ZW,2022-02-01 13:35:00,-21.05,31.6667,93.04,30,6,8.05
356,Sechura,PE,2022-02-01 13:35:00,-5.5569,-80.8222,75.27,61,36,8.81
357,Tambacounda,SN,2022-02-01 13:35:01,13.7539,-13.7586,102.25,9,30,18.41
358,Bairiki,KI,2022-02-01 13:35:01,1.3292,172.9752,80.6,89,20,9.22
359,Asau,RO,2022-02-01 13:35:01,46.4333,26.4,39.96,50,100,2.59
360,Ankang,CN,2022-02-01 13:35:01,32.68,109.0172,40.26,55,100,5.08
361,Buraydah,SA,2022-02-01 13:36:02,26.326,43.975,63.05,23,0,12.48
362,Malakal,SS,2022-02-01 13:36:02,9.5334,31.6605,90.39,12,21,7.76
363,Bay Roberts,CA,2022-02-01 13:36:03,47.5999,-53.2648,26.51,60,16,5.99
364,Thoen,TH,2022-02-01 13:36:03,17.6129,99.2161,75.56,30,19,2.13
365,Saint Cloud,US,2022-02-01 13:36:03,45.5608,-94.1625,19.49,76,100,14.0
366,Hanmer Springs,NZ,2022-02-01 13:36:04,-42.5167,172.8167,64.29,71,100,6.58
367,George Town,MY,2022-02-01 13:34:48,5.4112,100.3354,85.95,78,40,6.91
368,Tigil,RU,2022-02-01 13:36:04,57.8,158.6667,6.04,90,100,5.21
369,Tabory,RU,2022-02-01 13:36:05,58.5198,64.5495,15.35,96,93,6.04
370,Kjollefjord,NO,2022-02-01 13:36:05,70.9457,27.3465,15.58,81,57,7.74
371,Baloda Bazar,IN,2022-02-01 13:36:05,21.6667,82.1667,70.74,25,2,3.15
372,Palu,ID,2022-02-01 13:36:06,-0.8917,119.8707,76.84,96,99,1.72
373,Noumea,NC,2022-02-01 13:36:06,-22.2763,166.4572,75.18,85,59,4.29
374,Maragogi,BR,2022-02-01 13:36:06,-9.0122,-35.2225,84.78,60,11,8.48
375,Jorochito,BO,2022-02-01 13:36:07,-18.05,-63.4333,76.73,75,94,2.13
376,Lavrentiya,RU,2022-02-01 13:36:07,65.5833,-171.0,5.7,66,7,20.49
377,Baykit,RU,2022-02-01 13:36:07,61.67,96.37,-7.85,100,91,1.25
378,Babati,TZ,2022-02-01 13:36:07,-4.2167,35.75,73.85,69,94,3.11
379,Salalah,OM,2022-02-01 13:36:08,17.0151,54.0924,78.89,47,0,8.05
380,Calamar,CO,2022-02-01 13:36:08,10.2511,-74.9146,76.95,51,39,12.24
381,Palmer,US,2022-02-01 13:31:40,42.1584,-72.3287,24.46,77,12,4.59
382,Liwale,TZ,2022-02-01 13:36:08,-9.7667,37.9333,78.67,87,61,4.21
383,Muros,ES,2022-02-01 13:36:09,42.7762,-9.0603,64.24,50,0,13.29
384,Amantea,IT,2022-02-01 13:36:09,39.1332,16.0746,55.35,64,100,11.83
385,Palauig,PH,2022-02-01 13:36:10,15.435,119.9045,78.33,74,2,4.83
386,Sur,OM,2022-02-01 13:36:10,22.5667,59.5289,76.21,61,0,9.13
387,Semey,KZ,2022-02-01 13:36:10,50.4111,80.2275,5.22,78,12,6.71
388,Kibala,TD,2022-02-01 13:36:11,9.1104,18.3463,91.35,14,0,4.61
389,Kahului,US,2022-02-01 13:33:05,20.8947,-156.47,68.68,78,0,6.91
390,Rafaela,AR,2022-02-01 13:36:11,-31.2503,-61.4867,82.99,46,0,5.01
391,Atar,MR,2022-02-01 13:36:11,20.5169,-13.0499,91.85,6,95,18.21
392,El Fuerte,MX,2022-02-01 13:36:12,26.4189,-108.6194,57.07,41,0,3.15
393,Sabzevar,IR,2022-02-01 13:36:12,36.2126,57.6819,40.28,81,100,0.0
394,Cullman,US,2022-02-01 13:32:57,34.1748,-86.8436,44.62,54,0,8.05
395,Henties Bay,NA,2022-02-01 13:36:12,-22.116,14.2845,75.85,64,77,9.55
396,San Andres,CO,2022-02-01 13:36:13,12.5847,-81.7006,78.82,73,20,5.75
397,Dapdapan,PH,2022-02-01 13:36:13,11.4943,122.6314,74.53,94,100,3.89
398,Labuhan,ID,2022-02-01 13:36:13,-6.8844,112.2051,77.88,90,98,3.74
399,Port Lincoln,AU,2022-02-01 13:36:14,-34.7333,135.8667,60.66,59,2,19.66
400,Mazyr,BY,2022-02-01 13:36:14,52.0495,29.2456,24.8,89,82,10.02
401,Kamiiso,JP,2022-02-01 13:36:14,41.8167,140.65,21.56,84,74,6.11
402,Mounana,GA,2022-02-01 13:36:15,-1.4085,13.1586,89.51,39,95,2.46
403,Black River,JM,2022-02-01 13:36:15,18.0264,-77.8487,76.98,73,1,3.87
404,Imeni Poliny Osipenko,RU,2022-02-01 13:36:15,52.4201,136.4853,-4.74,100,100,2.51
405,Benalla,AU,2022-02-01 13:36:16,-36.55,145.9833,62.35,64,0,12.86
406,Marawi,PH,2022-02-01 13:36:16,7.9986,124.2928,69.66,96,100,1.12
407,Karasburg,NA,2022-02-01 13:36:16,-28.0167,18.75,86.38,38,100,13.51
408,Bequimao,BR,2022-02-01 13:36:17,-2.4489,-44.7825,86.32,63,100,5.82
409,Itarema,BR,2022-02-01 13:36:17,-2.9248,-39.9167,86.63,61,100,13.04
410,Domoni,KM,2022-02-01 13:37:17,-12.2569,44.5319,83.28,74,98,7.2
411,Marsa Matruh,EG,2022-02-01 13:37:18,31.3525,27.2453,64.6,45,40,13.8
412,Talara,PE,2022-02-01 13:37:18,-4.5772,-81.2719,75.96,64,75,16.11
413,Porto Velho,BR,2022-02-01 13:37:18,-8.7619,-63.9039,77.05,88,40,4.61
414,Golfito,CR,2022-02-01 13:37:19,8.639,-83.166,76.23,74,3,0.83
415,Moree,AU,2022-02-01 13:37:19,-29.4667,149.85,77.02,78,75,5.75
416,Yermekeyevo,RU,2022-02-01 13:37:19,54.0761,53.6712,28.99,93,100,16.98
417,Vredendal,ZA,2022-02-01 13:37:20,-31.6683,18.5012,82.99,53,0,17.22
418,Sterling,US,2022-02-01 13:35:56,39.0062,-77.4286,29.23,80,20,0.0
419,Sibu,MY,2022-02-01 13:37:20,2.3,111.8167,79.11,88,40,5.01
420,Gamba,GA,2022-02-01 13:37:21,-2.65,10.0,83.41,68,46,10.94
421,Madang,PG,2022-02-01 13:37:21,-5.2246,145.7966,75.49,95,100,5.66
422,Santiago Del Estero,AR,2022-02-01 13:35:15,-27.7951,-64.2615,86.34,31,76,7.23
423,Kloulklubed,PW,2022-02-01 13:37:21,7.0419,134.2556,82.9,76,100,18.79
424,Hovd,MN,2022-02-01 13:37:22,48.0056,91.6419,-6.65,90,100,0.81
425,Akdepe,TM,2022-02-01 13:37:22,42.0551,59.3788,41.09,81,7,9.55
426,Hofn,IS,2022-02-01 13:37:22,64.2539,-15.2082,21.43,56,0,2.06
427,Amahai,ID,2022-02-01 13:37:22,-3.3333,128.9167,78.66,80,100,9.13
428,Qandala,SO,2022-02-01 13:37:23,11.472,49.8728,77.49,77,75,7.78
429,Belmonte,BR,2022-02-01 13:37:23,-15.8631,-38.8828,84.7,63,21,9.46
430,Katsuura,JP,2022-02-01 13:37:23,35.1333,140.3,50.18,49,1,25.55
431,Wad Rawah,SD,2022-02-01 13:37:24,15.1603,33.1397,79.99,11,37,10.07
432,Berezhany,UA,2022-02-01 13:37:24,49.45,24.9333,31.62,90,86,4.94
433,Mirante Do Paranapanema,BR,2022-02-01 13:37:24,-22.2919,-51.9064,78.73,72,59,8.41
434,Pedernales,DO,2022-02-01 13:37:25,18.0384,-71.744,78.46,67,3,2.35
435,Micheweni,TZ,2022-02-01 13:37:25,-4.9667,39.8333,83.46,69,1,12.95
436,Palatka,US,2022-02-01 13:37:25,29.6486,-81.6376,51.96,63,30,2.21
437,Ashington,GB,2022-02-01 13:37:26,50.9331,-0.3909,58.8,73,20,5.99
438,Shelburne,CA,2022-02-01 13:37:26,44.0787,-80.2041,24.6,82,100,14.58
439,Guarapari,BR,2022-02-01 13:37:26,-20.6667,-40.4975,85.89,60,99,3.44
440,Mahon,ES,2022-02-01 13:37:27,39.8885,4.2658,55.96,47,0,23.02
441,Cherkasskoye,RU,2022-02-01 13:37:27,52.4333,47.2167,29.79,95,99,12.71
442,Muravlenko,RU,2022-02-01 13:37:27,63.7898,74.523,-11.45,100,84,4.43
443,Yelovo,RU,2022-02-01 13:37:27,57.0538,54.9207,28.11,93,100,16.44
444,Khrebtovaya,RU,2022-02-01 13:37:28,56.7032,104.2494,-10.5,100,100,2.19
445,Palana,RU,2022-02-01 13:37:28,59.1167,159.9667,7.81,88,100,9.04
446,Hirado,JP,2022-02-01 13:35:22,33.3597,129.5531,41.36,54,10,15.17
447,Lahij,YE,2022-02-01 13:37:28,13.1667,44.5833,79.39,52,80,11.65
448,Liku,ID,2022-02-01 13:37:29,-0.7275,119.8922,75.99,93,99,1.63
449,North Bend,US,2022-02-01 13:35:40,43.4065,-124.2243,36.95,79,100,6.91
450,Thinadhoo,MV,2022-02-01 13:37:29,0.5333,72.9333,83.35,71,79,12.41
451,Padang,ID,2022-02-01 13:37:29,-0.9492,100.3543,75.25,87,100,1.61
452,Batagay-Alyta,RU,2022-02-01 13:37:30,67.8006,130.4114,-22.85,98,92,3.8
453,Saint-Leu,RE,2022-02-01 13:37:30,-21.15,55.2833,86.83,79,17,22.35
454,Shimoda,JP,2022-02-01 13:37:30,34.6667,138.95,42.1,59,9,32.55
455,Bonthe,SL,2022-02-01 13:37:31,7.5264,-12.505,89.71,49,95,11.92
456,Lucea,JM,2022-02-01 13:37:31,18.451,-78.1736,76.86,72,74,17.83
457,Tilichiki,RU,2022-02-01 13:37:31,60.4667,166.1,11.41,93,100,10.94
458,La Ronge,CA,2022-02-01 13:37:32,55.1001,-105.2842,-14.55,70,0,9.22
459,Ahipara,NZ,2022-02-01 13:37:32,-35.1667,173.1667,68.81,89,100,13.98
460,Mbandaka,CD,2022-02-01 13:38:32,0.0487,18.2603,92.19,23,5,2.73
461,Pinczow,PL,2022-02-01 13:38:32,50.5205,20.5265,36.61,76,83,13.69
462,Goundam,ML,2022-02-01 13:38:33,16.4145,-3.6708,85.41,6,95,15.7
463,Inyonga,TZ,2022-02-01 13:38:33,-6.7167,32.0667,70.27,79,89,7.92
464,Sabang,ID,2022-02-01 13:38:33,5.8933,95.3214,82.54,75,13,13.09
465,Vila Franca Do Campo,PT,2022-02-01 13:38:34,37.7167,-25.4333,66.2,69,68,12.97
466,Valenza,IT,2022-02-01 13:38:34,45.0141,8.6414,60.51,30,0,4.63
467,Hamilton,US,2022-02-01 13:37:30,39.1834,-84.5333,37.72,74,75,3.0
468,Espelkamp,DE,2022-02-01 13:38:34,52.3833,8.6167,43.72,91,100,22.86
469,Paamiut,GL,2022-02-01 13:38:35,61.994,-49.6678,15.62,92,100,6.49
470,Kamaishi,JP,2022-02-01 13:38:35,39.2667,141.8833,32.11,68,99,6.53
471,Maldonado,UY,2022-02-01 13:38:35,-34.6667,-54.9167,70.99,34,0,3.87
472,Russell,US,2022-02-01 13:38:36,32.3502,-85.1999,47.91,66,0,6.26
473,Winnemucca,US,2022-02-01 13:38:36,40.973,-117.7357,14.05,79,0,5.75
474,Cauquenes,CL,2022-02-01 13:38:36,-35.9671,-72.3225,73.85,29,0,3.0
475,Vao,NC,2022-02-01 13:38:36,-22.6667,167.4833,75.87,81,100,10.04
476,Yenagoa,NG,2022-02-01 13:38:37,4.9247,6.2642,98.35,18,64,2.8
477,Roebourne,AU,2022-02-01 13:38:37,-20.7833,117.1333,86.92,63,100,9.93
478,Batticaloa,LK,2022-02-01 13:38:37,7.7102,81.6924,77.29,70,10,10.04
479,Montepuez,MZ,2022-02-01 13:38:38,-13.1256,38.9997,79.0,80,75,4.18
480,Poya,NC,2022-02-01 13:38:38,-21.35,165.15,76.87,83,68,4.9
481,Yablonovo,RU,2022-02-01 13:38:38,50.8523,37.3574,30.06,90,89,11.9
482,Zyryanka,RU,2022-02-01 13:38:39,65.75,150.85,-11.67,94,100,13.4
483,Neryungri,RU,2022-02-01 13:38:39,56.6709,124.6491,-10.97,96,100,8.63
484,Dingle,PH,2022-02-01 13:38:39,10.9995,122.6711,74.55,92,100,6.76
485,Soyo,AO,2022-02-01 13:38:40,-6.1349,12.3689,87.85,74,49,12.86
486,Yar-Sale,RU,2022-02-01 13:38:40,66.8333,70.8333,-16.28,99,72,6.73
487,Saldanha,ZA,2022-02-01 13:38:40,-33.0117,17.9442,72.66,75,17,12.8
488,Labytnangi,RU,2022-02-01 13:37:44,66.6572,66.4183,-21.24,100,92,2.48
489,Marienburg,PL,2022-02-01 13:38:41,54.0359,19.0266,35.11,74,100,11.18
490,Egvekinot,RU,2022-02-01 13:38:41,66.3167,-179.1667,-0.06,64,100,15.39
491,Ialibu,PG,2022-02-01 13:38:41,-6.2821,143.9935,55.89,97,100,2.82
492,Srednekolymsk,RU,2022-02-01 13:38:42,67.45,153.6833,-23.28,100,100,2.93
493,Lata,PT,2022-02-01 13:38:42,40.1629,-8.3327,66.34,41,0,10.25
494,Fairbanks,US,2022-02-01 13:38:42,64.8378,-147.7164,-15.39,76,0,0.0
495,Farafangana,MG,2022-02-01 13:38:42,-22.8167,47.8333,80.53,70,6,9.46
496,Caravelas,BR,2022-02-01 13:38:43,-17.7125,-39.2481,88.11,59,100,9.95
497,Cotonou,BJ,2022-02-01 13:38:43,6.3654,2.4183,93.18,22,100,3.44
498,Jonkoping,SE,2022-02-01 13:38:43,57.7814,14.1562,32.38,93,20,6.91
499,Lorch,DE,2022-02-01 13:38:44,48.7983,9.6914,39.43,86,100,11.01
500,Puerto Varas,CL,2022-02-01 13:38:44,-41.3195,-72.9854,68.86,82,100,4.61
501,Gouyave,GD,2022-02-01 13:38:44,12.1646,-61.7296,81.37,69,40,13.8
502,Mangochi,MW,2022-02-01 13:38:44,-14.4782,35.2645,83.34,67,9,6.11
503,Vestmanna,FO,2022-02-01 13:38:45,62.1564,-7.1664,32.92,86,100,25.32
504,Campos Altos,BR,2022-02-01 13:38:45,-19.6961,-46.1714,71.28,84,94,4.74
505,Deputatskiy,RU,2022-02-01 13:39:45,69.3,139.9,-11.24,98,100,1.43
506,Cuiluan,CN,2022-02-01 13:39:46,47.72,128.648,2.05,93,99,6.64
507,Date,JP,2022-02-01 13:39:46,42.4681,140.8681,25.48,73,96,10.38
508,Gisborne,NZ,2022-02-01 13:39:46,-38.6533,178.0042,62.94,92,12,6.22
509,Pryazha,RU,2022-02-01 13:39:47,61.6926,33.6216,18.63,95,100,5.61
510,Sakakah,SA,2022-02-01 13:39:47,29.9697,40.2064,60.37,33,0,3.36
511,Terra Santa,BR,2022-02-01 13:39:47,-2.1042,-56.4869,80.17,75,98,3.69
512,Golpayegan,IR,2022-02-01 13:39:47,33.4537,50.2884,29.41,93,36,4.9
513,La Sarre,CA,2022-02-01 13:39:48,48.8002,-79.1996,20.57,82,100,17.94
514,Tocopilla,CL,2022-02-01 13:39:48,-22.092,-70.1979,71.02,64,0,7.92
515,Moissala,TD,2022-02-01 13:39:48,8.3404,17.7663,94.96,8,8,5.03
516,Batemans Bay,AU,2022-02-01 13:39:49,-35.7167,150.1833,75.2,91,100,5.37
517,Wadi Maliz,TN,2022-02-01 13:39:49,36.4681,8.5495,54.05,74,97,23.24
518,Gasa,PS,2022-02-01 13:38:23,31.5,34.4667,62.89,50,1,1.88
519,Talakan,RU,2022-02-01 13:39:50,50.3167,130.3667,-16.06,100,76,1.95
520,Gat,IL,2022-02-01 13:39:50,31.61,34.7642,61.79,43,6,2.95
521,Lasa,IT,2022-02-01 13:39:50,46.6166,10.7002,46.31,77,29,9.53
522,Broome,US,2022-02-01 13:39:50,42.2506,-75.833,21.58,65,0,5.01
523,Arklow,IE,2022-02-01 13:39:51,52.7931,-6.1414,52.48,84,100,15.32
524,Karachi,PK,2022-02-01 13:36:13,24.9056,67.0822,76.82,50,0,4.61
525,Las Cruces,US,2022-02-01 13:39:51,32.3123,-106.7783,47.98,42,0,4.0
526,Majene,ID,2022-02-01 13:39:51,-3.5403,118.9707,79.77,82,90,6.91
527,Champerico,GT,2022-02-01 13:39:52,14.3,-91.9167,81.36,72,0,4.0
528,Tuban,ID,2022-02-01 13:39:52,-6.8976,112.0649,77.81,90,100,2.73
529,Khani,GE,2022-02-01 13:39:52,41.9563,42.9566,42.37,96,89,4.9
530,Alyangula,AU,2022-02-01 13:39:53,-13.8483,136.4192,80.47,89,40,6.91
531,Baykalovo,RU,2022-02-01 13:39:53,57.3981,63.7684,17.35,94,80,7.76
532,Arapongas,BR,2022-02-01 13:36:05,-23.4194,-51.4244,79.47,91,100,3.56
533,Trincomalee,LK,2022-02-01 13:39:53,8.5711,81.2335,78.57,67,18,11.14
534,Bossangoa,CF,2022-02-01 13:39:54,6.4926,17.4552,95.77,9,82,4.27
535,Bara,NG,2022-02-01 13:39:54,10.3744,10.7288,69.58,11,0,1.39
536,Mantua,IT,2022-02-01 13:36:40,45.1667,10.7833,59.32,28,1,4.0
537,Brigantine,US,2022-02-01 13:39:54,39.4101,-74.3646,33.01,86,100,5.75
538,Chicama,PE,2022-02-01 13:39:55,-7.8447,-79.1469,63.14,65,89,5.37
539,Touho,NC,2022-02-01 13:39:55,-20.7833,165.2333,80.11,77,42,5.17
540,Puerto Narino,CO,2022-02-01 13:39:55,-3.7703,-70.3831,80.55,61,100,1.03
541,Tessalit,ML,2022-02-01 13:39:56,20.1986,1.0114,79.84,8,0,16.69
542,Ust-Maya,RU,2022-02-01 13:39:56,60.4167,134.5333,-16.56,99,100,1.59
543,San Carlos De Bariloche,AR,2022-02-01 13:39:56,-41.1456,-71.3082,60.55,51,0,24.16
544,Lagoa,PT,2022-02-01 13:39:57,39.05,-27.9833,59.14,78,9,15.64
545,Saint-Georges,GD,2022-02-01 13:39:57,12.0564,-61.7485,82.08,69,40,13.8
